Rank,Country,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year
22,Portugal,163.8,51.7,68.5,71.5,45.3,12.6,29.5,30.6,97.8,2023
23,Czech Republic,163.6,71.8,73.4,75.5,48.9,14.9,29.5,35.3,78.0,2023
24,Croatia,163.2,56.2,75.4,63.9,46.7,13.2,26.5,32.0,89.7,2023
25,Canada,162.3,102.1,55.7,70.4,66.1,9.4,33.7,29.1,53.2,2023
26,Lithuania,161.5,56.7,67.0,73.2,48.8,12.7,25.0,25.7,69.9,2023
27,Belgium,157.3,94.5,50.9,75.2,65.6,6.5,36.3,50.1,86.0,2023
28,Singapore,154.2,95.6,70.8,70.9,85.9,15.5,41.4,33.1,57.5,2023
29,Ireland,154.0,82.6,54.1,51.8,70.5,7.3,37.9,34.8,89.1,2023
30,France,153.8,86.2,44.7,79.4,68.7,11.8,35.0,42.9,89.7,2023
31,Latvia,153.2,52.9,62.3,62.4,50.9,8.1,29.7,31.5,74.7,2023
32,Saudi Arabia,151.8,101.9,75.4,61.2,50.6,3.0,29.4,63.3,41.4,2023
33,Slovakia,149.7,56.3,68.6,60.1,44.2,13.2,28.1,38.3,78.1,2023
34,Cyprus,148.5,54.8,68.6,54.7,55.9,6.8,22.9,55.3,93.3,2023
35,Israel,148.4,80.5,67.4,73.5,76.4,14.1,36.4,57.4,93.9,2023
36,Taiwan (China),147.8,71.3,83.8,85.9,54.2,20.1,32.0,64.9,83.5,2023
37,Italy,140.9,66.5,53.1,66.3,61.3,9.7,33.5,54.7,90.8,2023
38,Poland,139.9,64.0,70.8,57.6,38.6,13.3,32.1,54.5,76.0,2023
39,South Africa,138.8,83.9,24.6,63.7,37.8,3.4,39.1,56.4,95.3,2023
40,Hungary,134.3,53.1,66.1,54.4,39.2,14.6,35.6,47.7,79.5,2023
41,South Korea,133.0,85.5,74.5,83.0,70.4,26.0,39.8,62.3,68.4,2023
42,Romania,132.9,52.5,68.0,56.5,37.4,10.9,33.5,58.5,77.2,2023
43,Bulgaria,131.6,51.2,62.0,56.7,40.5,9.2,28.9,63.7,82.8,2023
44,Uruguay,131.4,38.4,47.3,68.4,59.9,13.7,37.3,43.9,98.0,2023
45,Bosnia And Herzegovina,128.6,48.6,57.1,54.9,35.1,11.4,27.1,60.6,82.3,2023
46,Greece,128.6,41.9,53.0,57.5,54.6,11.5,33.7,51.6,91.8,2023
47,Mexico,127.0,43.5,45.6,72.5,37.3,8.4,39.3,58.5,85.8,2023
48,Malaysia,126.0,65.7,47.1,70.0,35.0,8.1,37.0,61.7,57.9,2023
49,Kuwait,125.0,96.7,67.4,59.7,46.8,11.5,33.4,67.8,20.2,2023
50,Ecuador,122.0,37.0,40.6,69.5,35.1,11.1,37.8,58.4,94.5,2023
51,Turkey,119.4,31.0,59.9,71.0,28.1,12.6,43.9,65.1,88.1,2023
52,Panama,119.0,36.4,56.3,61.0,48.2,10.2,35.1,57.3,67.8,2023
53,Georgia,118.6,25.9,74.1,54.8,38.9,13.3,35.7,67.8,88.5,2023
54,India,117.9,64.6,55.4,65.1,22.4,9.2,46.4,73.0,65.0,2023
55,Serbia,117.4,39.6,61.8,52.2,37.2,15.9,31.1,64.1,83.2,2023
56,Jordan,116.8,38.0,59.0,64.9,46.8,7.4,41.0,76.4,89.0,2023
57,Belarus,114.7,36.4,43.6,47.1,35.4,13.8,29.9,44.5,64.4,2023
58,Malta,112.7,50.6,57.5,45.4,61.4,12.1,29.2,81.2,97.4,2023
59,Ukraine,112.5,38.1,53.3,55.2,25.6,12.2,37.8,62.1,70.7,2023
60,Argentina,111.0,36.8,35.7,68.9,31.2,22.7,43.7,51.3,98.3,2023
61,North Macedonia,110.0,38.2,59.1,55.3,31.4,13.3,25.7,79.7,76.3,2023
62,Azerbaijan,109.6,32.0,68.2,46.8,28.9,14.5,39.6,73.9,91.4,2023
63,Morocco,106.5,33.6,53.2,45.8,29.3,14.2,37.0,69.3,90.0,2023
64,Brazil,105.2,28.7,33.4,58.2,34.7,18.3,41.0,53.7,95.7,2023
65,China,104.1,62.3,73.7,67.5,39.2,34.6,38.8,79.3,78.4,2023
66,Russia,103.0,40.9,60.7,59.7,40.8,16.3,43.9,60.9,46.0,2023
67,Pakistan,102.1,24.4,57.7,59.5,18.0,13.9,38.1,73.6,70.8,2023
68,Chile,102.0,37.3,41.9,64.4,44.1,15.6,35.5,77.9,90.2,2023
69,Hong Kong (China),101.9,67.7,78.5,65.8,75.7,44.9,42.7,67.2,83.6,2023
70,Kenya,101.4,32.8,43.0,61.8,32.4,16.0,51.6,69.2,99.8,2023
71,Colombia,101.2,31.1,39.8,67.9,23.1,17.5,47.9,63.1,82.9,2023
72,Thailand,100.5,33.2,61.3,77.9,40.7,24.0,39.0,75.3,69.4,2023
73,Indonesia,98.0,27.5,54.1,60.5,31.2,18.5,42.7,67.1,70.5,2023
74,Kazakhstan,97.6,38.1,47.3,59.9,28.1,9.7,34.5,73.1,39.8,2023
75,Egypt,90.8,21.9,52.8,47.6,21.6,12.0,48.2,83.2,90.8,2023
76,Vietnam,89.3,31.5,55.5,59.3,35.7,23.5,29.6,85.1,71.2,2023
77,Lebanon,88.9,22.7,53.8,63.2,65.8,18.3,38.7,89.4,94.7,2023
78,Peru,81.8,31.3,32.4,55.9,32.4,19.0,49.6,82.4,97.7,2023
79,Philippines,81.7,22.4,57.3,67.8,34.0,30.1,42.9,72.9,61.6,2023
80,Iran,73.8,21.1,50.1,52.3,35.2,24.4,47.3,75.3,63.7,2023
81,Sri Lanka,72.8,16.0,58.6,72.0,25.3,40.8,56.9,59.4,59.1,2023
82,Venezuela,72.6,12.4,17.4,39.3,41.6,18.9,33.1,75.7,99.9,2023
83,Bangladesh,70.1,26.9,37.4,42.3,26.6,12.6,57.4,85.1,72.9,2023
84,Nigeria,38.5,8.4,34.5,48.5,30.9,28.2,63.4,88.0,60.8,2023
1,Luxembourg,200.1,133.2,66.0,77.3,71.7,10.1,25.4,22.1,82.6,2023/2
2,Netherlands,200.1,106.9,73.8,78.6,67.5,6.7,23.8,21.9,86.7,2023/2
3,Iceland,191.1,100.4,75.0,67.2,87.7,5.9,22.3,15.7,68.8,2023/2
4,Denmark,190.6,96.9,73.4,78.4,79.2,6.7,28.6,21.9,81.8,2023/2
5,Finland,188.1,93.8,73.5,77.5,68.7,8.1,26.4,11.8,56.6,2023/2
6,Switzerland,185.8,110.8,75.1,73.4,117.3,11.0,30.2,21.2,79.6,2023/2
7,Oman,184.8,106.2,80.4,59.0,49.6,3.2,22.3,36.7,67.2,2023/2
8,Austria,183.3,85.6,72.4,76.5,68.7,10.6,23.8,21.1,76.9,2023/2
9,Norway,181.8,90.7,67.5,76.6,82.2,8.2,26.5,18.0,68.7,2023/2
10,Spain,177.7,83.6,64.2,77.5,49.9,7.1,26.9,36.7,93.7,2023/2
11,Estonia,176.4,62.7,75.5,75.9,55.9,10.2,22.2,17.1,64.3,2023/2
12,Germany,176.0,100.2,62.0,71.8,66.0,10.2,30.7,29.0,83.3,2023/2
13,Japan,175.5,94.3,77.1,79.6,54.3,9.8,39.4,39.0,84.8,2023/2
14,Sweden,174.8,95.3,51.9,68.5,60.9,9.1,28.9,17.9,74.9,2023/2
15,United Arab Emirates,173.8,118.0,85.4,69.6,60.7,3.3,36.0,47.7,45.8,2023/2
16,United States,173.0,117.7,50.8,68.2,74.2,4.2,33.3,36.5,77.8,2023/2
17,New Zealand,170.9,87.3,52.9,69.7,70.7,9.9,32.8,25.7,96.4,2023/2
18,Slovenia,169.3,59.6,75.8,66.4,51.6,12.1,25.3,22.3,77.6,2023/2
19,Qatar,166.6,120.2,85.7,73.5,59.3,5.1,29.5,60.0,36.0,2023/2
20,Portugal,166.5,49.8,69.3,72.3,46.1,11.9,27.9,28.8,97.8,2023/2
21,Australia,165.7,89.3,53.3,71.4,75.4,9.9,40.7,28.2,93.9,2023/2
22,United Kingdom,164.2,94.3,53.1,73.7,63.6,8.4,34.8,40.3,88.3,2023/2
23,Czech Republic,162.3,67.9,73.2,75.2,52.8,14.0,29.4,35.2,78.0,2023/2
24,Croatia,161.6,54.5,73.9,64.5,47.4,13.4,27.4,31.5,89.7,2023/2
25,Lithuania,160.4,54.8,66.8,73.7,49.9,12.6,24.6,26.7,69.9,2023/2
26,Belgium,156.4,90.7,51.1,75.2,65.8,6.4,36.0,49.7,86.0,2023/2
27,Canada,156.4,90.9,55.2,69.7,68.0,9.6,34.3,29.8,53.9,2023/2
28,Ireland,153.2,80.0,53.9,51.9,70.4,7.3,37.5,34.7,89.1,2023/2
29,France,153.2,81.5,45.4,78.8,69.1,10.8,35.0,42.8,90.3,2023/2
30,Singapore,153.2,85.9,76.9,70.9,85.9,15.7,41.7,33.0,57.5,2023/2
31,Latvia,152.6,50.3,62.7,62.7,51.0,8.6,29.2,30.9,74.7,2023/2
32,Saudi Arabia,150.7,98.7,75.7,61.4,50.1,2.9,29.8,63.2,41.4,2023/2
33,Slovakia,148.2,51.2,68.7,59.7,47.5,13.0,27.6,37.3,78.1,2023/2
34,Israel,147.2,76.3,67.8,73.6,70.0,14.7,36.6,57.0,94.0,2023/2
35,Cyprus,146.5,52.6,67.4,55.3,59.2,7.2,22.8,55.5,93.3,2023/2
36,Taiwan,144.9,67.8,83.9,85.9,53.3,22.1,31.5,65.0,84.1,2023/2
37,Italy,140.3,63.8,52.7,65.9,61.0,9.2,33.0,54.6,90.8,2023/2
38,Poland,139.6,59.9,70.8,58.9,44.7,11.8,32.0,54.6,75.9,2023/2
39,South Korea,138.1,83.5,74.7,83.0,69.2,20.3,39.8,62.2,68.4,2023/2
40,South Africa,136.9,78.1,24.5,63.5,34.5,3.3,39.0,56.6,96.0,2023/2
41,Uruguay,136.2,40.6,48.1,68.6,61.0,11.1,36.9,42.8,98.0,2023/2
42,Hungary,131.6,48.4,66.2,54.2,48.0,14.6,35.4,47.9,79.5,2023/2
43,Bulgaria,131.4,49.2,62.5,56.9,40.3,8.7,29.2,63.8,82.8,2023/2
44,Romania,129.9,47.5,67.2,56.4,38.4,11.1,33.4,58.9,77.2,2023/2
45,Kuwait,129.7,106.9,67.4,58.1,46.1,9.3,35.1,67.9,20.2,2023/2
46,Greece,128.9,41.4,53.5,57.2,53.2,11.7,33.7,51.7,93.1,2023/2
47,Bosnia And Herzegovina,127.2,45.3,57.5,54.8,36.7,11.7,26.4,60.7,82.3,2023/2
48,Mexico,125.0,39.9,45.9,72.6,42.4,8.6,39.2,58.5,85.5,2023/2
49,Malaysia,123.4,57.8,48.4,70.0,32.3,8.9,37.0,61.5,59.2,2023/2
50,Malta,121.8,51.7,60.0,52.0,59.4,11.3,28.9,75.7,97.4,2023/2
51,Ecuador,119.8,35.8,39.3,67.9,34.2,11.3,37.8,58.7,94.5,2023/2
52,Turkey,118.3,32.5,59.8,71.1,27.1,13.9,43.8,64.7,85.8,2023/2
53,Belarus,117.0,35.9,48.6,47.7,36.3,13.6,30.7,44.4,64.4,2023/2
54,Panama,116.8,33.3,55.9,60.7,48.2,11.7,35.1,56.0,67.8,2023/2
55,Jordan,116.3,34.9,59.3,65.1,45.3,7.4,40.6,76.2,89.0,2023/2
56,India,116.1,61.7,55.6,65.2,22.9,9.9,46.4,72.8,64.5,2023/2
57,Georgia,116.0,25.2,73.8,54.5,40.6,13.2,36.3,68.2,84.2,2023/2
58,Serbia,113.1,34.9,61.5,52.2,40.5,17.6,30.8,64.7,83.2,2023/2
59,Argentina,110.2,33.9,36.0,68.3,30.3,22.3,44.3,51.0,98.3,2023/2
60,North Macedonia,109.4,35.9,59.3,55.1,32.5,13.7,25.5,79.6,78.6,2023/2
61,Azerbaijan,108.5,28.6,68.3,47.5,30.6,14.7,39.5,73.4,91.4,2023/2
62,Ukraine,107.3,31.2,53.2,55.3,30.7,14.2,37.7,62.0,70.7,2023/2
63,Brazil,106.8,28.0,33.9,58.6,37.7,16.8,40.7,52.9,94.4,2023/2
64,Hong Kong (China),105.5,68.8,78.3,65.6,72.4,42.1,42.3,67.2,83.6,2023/2
65,China,105.1,58.2,74.2,67.6,36.5,33.0,39.2,78.8,79.4,2023/2
66,Morocco,104.7,31.2,52.9,45.4,30.1,14.5,37.0,69.4,90.0,2023/2
67,Russia,104.2,40.2,60.3,60.0,32.1,16.7,43.9,60.7,48.9,2023/2
68,Kenya,103.5,31.0,43.2,61.5,28.9,13.6,51.6,69.2,99.8,2023/2
69,Pakistan,101.4,22.0,57.2,59.5,17.6,14.0,38.1,73.5,71.9,2023/2
70,Colombia,99.2,27.9,39.2,68.2,27.6,18.1,47.4,62.9,82.9,2023/2
71,Chile,99.1,33.9,41.3,63.6,47.7,16.2,36.2,77.2,90.2,2023/2
72,Thailand,98.5,31.7,61.7,77.9,38.5,25.8,38.9,75.4,69.4,2023/2
73,Kazakhstan,96.5,33.1,53.6,60.4,34.3,10.9,35.8,73.0,39.8,2023/2
74,Indonesia,92.0,24.7,54.1,60.6,30.8,19.7,42.9,67.3,59.7,2023/2
75,Vietnam,89.3,30.3,55.9,59.9,34.5,24.1,29.3,84.2,71.1,2023/2
76,Egypt,88.6,17.4,53.0,47.7,21.7,12.5,48.5,82.9,90.8,2023/2
77,Lebanon,82.4,19.4,53.5,62.4,53.1,24.6,38.4,89.4,94.7,2023/2
78,Philippines,82.1,21.0,57.4,67.4,35.9,31.0,42.8,72.9,68.2,2023/2
79,Peru,80.3,28.0,32.5,56.3,33.6,18.9,49.1,83.0,97.7,2023/2
80,Iran,77.6,21.6,50.2,52.3,28.4,22.2,47.2,75.5,65.7,2023/2
81,Sri Lanka,76.5,14.6,57.8,71.5,33.8,35.3,56.4,59.6,59.1,2023/2
82,Venezuela,74.4,11.3,17.9,39.2,41.8,17.1,32.8,75.5,99.9,2023/2
83,Bangladesh,69.5,26.2,37.5,42.0,26.2,12.8,57.4,85.2,72.9,2023/2
84,Nigeria,49.5,9.4,34.2,48.0,23.2,18.2,62.8,88.2,60.8,2023/2
1,Luxembourg,207.3,148.9,65.6,76.3,65.3,9.1,26.1,21.8,82.6,2024
2,Netherlands,198.5,103.3,73.7,78.9,64.3,7.4,23.7,21.8,87.1,2024
3,Iceland,194.9,109.1,74.6,67.1,85.7,5.6,21.9,15.8,68.8,2024
4,Denmark,193.6,103.3,73.7,78.0,75.2,6.8,28.7,21.9,82.5,2024
5,Finland,190.4,97.3,73.7,77.3,65.5,8.3,26.0,12.0,58.9,2024
6,Oman,187.0,109.6,81.0,61.0,44.4,3.1,21.9,38.4,67.2,2024
7,Switzerland,186.7,118.9,74.7,72.6,112.2,11.1,33.1,22.2,79.2,2024
8,Norway,184.2,94.9,67.4,75.7,79.2,7.8,26.8,18.6,71.4,2024
9,Austria,181.5,84.4,70.7,76.6,66.8,11.0,24.1,21.8,77.8,2024
10,Estonia,180.1,69.0,76.2,76.3,53.0,10.2,21.8,16.7,64.3,2024
11,Japan,177.6,99.5,77.4,79.3,50.7,10.0,40.2,38.6,84.8,2024
12,Germany,176.5,101.0,61.1,71.7,62.7,9.8,30.3,29.2,82.7,2024
13,Spain,176.5,78.2,63.8,77.6,48.4,7.4,26.4,35.6,94.4,2024
14,Sweden,175.0,94.6,51.6,68.6,62.2,8.1,29.1,17.7,74.0,2024
15,United States,174.0,120.9,50.7,67.6,72.9,4.1,33.8,37.1,78.9,2024
16,Slovenia,173.4,68.0,75.8,66.5,49.3,11.2,25.2,22.4,76.1,2024
17,New Zealand,168.4,93.0,52.3,67.7,68.2,10.5,35.6,28.1,95.5,2024
18,Qatar,165.9,127.4,84.0,72.3,55.0,6.7,31.0,60.5,36.0,2024
19,Lithuania,165.0,61.8,67.2,74.4,48.4,11.1,23.8,26.9,67.8,2024
20,Portugal,164.1,46.5,68.8,72.7,46.6,12.6,27.9,28.7,97.3,2024
21,Croatia,164.0,58.0,74.0,65.1,46.9,13.4,26.0,31.3,89.0,2024
22,Australia,163.8,93.6,52.9,69.8,72.8,11.0,42.8,29.4,93.8,2024
23,Czech Republic,163.6,64.9,73.2,75.5,48.6,12.9,29.2,34.8,79.1,2024
24,United Arab Emirates,163.2,98.7,84.4,69.2,57.8,4.2,37.4,49.0,45.8,2024
25,Singapore,160.9,103.0,76.5,70.6,81.9,14.9,41.4,33.3,57.5,2024
26,United Kingdom,160.3,90.1,52.6,73.5,63.7,9.9,34.6,40.5,87.7,2024
27,Belgium,156.5,90.7,50.8,75.3,63.0,6.8,35.5,49.7,86.0,2024
28,Saudi Arabia,155.1,105.1,73.1,60.4,47.4,3.2,30.9,64.1,55.3,2024
29,Ireland,153.9,82.0,53.5,51.8,66.5,7.5,37.8,34.2,88.6,2024
30,Taiwan,152.9,80.0,83.3,86.0,49.0,19.5,31.6,63.9,83.0,2024
31,Latvia,152.5,51.9,62.6,62.6,51.4,9.4,29.0,30.8,74.7,2024
32,France,152.0,83.4,44.7,78.1,66.0,12.3,34.8,43.4,90.6,2024
33,Canada,150.2,83.3,54.8,69.1,68.4,11.0,34.6,30.2,51.4,2024
34,Israel,148.9,79.5,67.6,73.5,67.2,14.2,36.8,57.0,93.8,2024
35,Slovakia,148.7,55.8,68.9,59.2,47.9,14.5,27.4,37.2,78.1,2024
36,Cyprus,148.3,59.4,67.6,57.2,57.1,8.1,23.4,56.4,92.8,2024
37,South Korea,142.3,90.6,75.1,82.7,64.4,19.9,40.4,61.4,68.4,2024
38,Kuwait,140.1,128.5,67.2,57.9,43.4,7.7,35.0,68.0,20.2,2024
39,South Africa,139.9,84.7,24.6,64.0,33.8,3.3,38.7,56.3,95.3,2024
40,Italy,139.1,62.8,52.7,65.6,58.9,10.7,32.8,54.0,91.1,2024
41,Uruguay,139.1,47.0,47.8,68.4,55.3,10.3,37.8,43.4,98.0,2024
42,Poland,137.4,66.2,69.3,55.4,41.9,12.2,32.9,57.5,75.9,2024
43,Bulgaria,133.5,52.6,62.9,57.2,38.7,8.9,29.1,63.3,82.8,2024
44,Hungary,133.2,49.8,66.3,54.0,43.4,13.8,35.8,48.0,79.5,2024
45,Romania,129.2,48.4,66.3,56.3,38.8,11.0,33.3,58.9,74.9,2024
46,Bosnia And Herzegovina,127.8,47.1,59.1,55.7,34.7,12.5,26.6,60.5,80.5,2024
47,Greece,127.2,42.1,53.3,57.3,54.2,13.6,33.6,52.0,93.8,2024
48,Malaysia,125.8,62.1,49.3,70.1,30.5,8.5,37.1,61.4,57.9,2024
49,Malta,124.8,58.3,58.8,52.3,55.1,11.4,28.2,75.4,97.4,2024
50,Mexico,123.9,38.0,46.2,72.5,43.8,10.7,39.2,58.1,90.0,2024
51,Turkey,123.6,39.3,59.1,70.7,33.8,12.5,44.1,64.7,93.3,2024
52,Hong Kong (China),121.9,84.1,78.2,65.8,71.5,32.1,42.4,66.9,83.6,2024
53,Ecuador,121.2,36.4,37.9,67.6,33.6,11.3,37.2,58.6,99.0,2024
54,Belarus,119.3,39.6,49.2,48.0,27.1,13.7,30.8,44.9,64.4,2024
55,Panama,117.8,34.7,55.7,60.1,47.4,11.1,35.1,55.8,67.8,2024
56,Georgia,117.6,27.9,73.9,54.5,37.2,13.0,38.9,68.4,88.5,2024
57,Jordan,117.0,36.4,59.6,65.0,43.0,7.5,40.6,76.4,89.0,2024
58,Serbia,115.9,39.6,61.7,52.1,38.3,16.8,30.9,65.0,83.2,2024
59,Argentina,112.1,35.8,35.8,68.1,27.8,21.1,44.2,51.1,98.3,2024
60,India,111.8,60.7,55.7,64.9,22.2,13.3,46.8,72.8,63.3,2024
61,China,110.9,60.5,75.1,68.1,34.1,29.6,39.0,78.2,79.7,2024
62,Azerbaijan,109.8,29.4,68.4,47.7,31.1,14.4,39.1,73.1,91.4,2024
63,Brazil,109.1,30.1,34.4,58.9,35.2,16.5,40.6,52.6,95.1,2024
64,North Macedonia,108.0,37.0,59.0,55.1,34.1,14.8,24.9,79.6,76.3,2024
65,Ukraine,107.2,32.2,53.1,55.4,28.6,15.0,37.7,61.8,70.7,2024
66,Russia,106.1,41.5,60.9,60.9,29.5,16.1,43.2,59.6,45.1,2024
67,Kenya,105.3,30.6,43.6,61.1,24.8,12.1,51.2,69.3,99.8,2024
68,Pakistan,104.0,24.5,56.8,59.8,18.5,12.5,38.2,72.9,71.9,2024
69,Morocco,103.2,30.4,53.5,45.1,29.9,15.9,36.1,69.6,88.5,2024
70,Colombia,102.9,28.1,38.8,68.3,30.6,18.7,47.3,62.8,96.7,2024
71,Albania,100.5,31.6,54.4,49.5,40.8,14.1,36.7,77.0,86.4,2024
72,Chile,99.3,36.4,40.7,63.4,39.9,17.5,36.2,77.1,90.2,2024
73,Kazakhstan,98.4,36.8,54.1,60.1,33.5,10.4,35.8,73.6,39.8,2024
74,Thailand,97.7,32.9,62.1,77.2,36.0,26.5,39.0,75.5,67.6,2024
75,Indonesia,94.8,25.8,53.9,60.8,28.5,18.9,43.0,67.4,64.0,2024
76,Vietnam,92.7,32.5,57.8,60.8,30.8,23.7,29.1,83.8,71.2,2024
77,Philippines,85.9,25.9,57.2,67.4,33.6,27.0,43.1,72.5,60.8,2024
78,Egypt,83.8,15.2,52.7,47.5,29.1,16.2,48.1,82.8,92.0,2024
79,Lebanon,81.3,20.7,53.6,63.5,46.3,27.4,38.2,89.4,94.7,2024
80,Peru,80.5,27.3,32.2,56.4,30.9,18.9,49.1,82.7,97.7,2024
81,Iran,77.7,21.2,50.5,53.0,26.9,22.4,46.8,74.8,63.4,2024
82,Venezuela,77.3,12.6,18.8,38.7,39.4,15.2,32.8,75.6,99.9,2024
83,Sri Lanka,76.9,14.4,57.9,71.1,33.2,36.0,54.8,58.8,59.1,2024
84,Bangladesh,69.1,25.8,38.5,42.3,24.9,12.7,57.7,85.6,71.3,2024
85,Nigeria,47.1,9.4,33.8,48.7,19.3,21.1,63.3,87.9,60.8,2024
1,Luxembourg,219.3,182.5,65.7,75.3,62.4,8.9,27.2,23.3,82.6,2024/2
2,Netherlands,207.5,124.9,73.6,79.3,63.1,7.7,23.5,21.4,87.0,2024/2
3,Denmark,205.6,127.2,73.9,78.5,72.3,6.6,27.8,20.8,83.7,2024/2
4,Oman,204.3,139.8,81.8,65.1,42.4,2.9,21.0,35.0,67.2,2024/2
5,Switzerland,204.0,158.7,73.9,71.7,101.1,10.4,32.9,23.3,82.0,2024/2
6,Finland,199.9,118.0,73.8,77.5,63.2,8.4,25.8,11.9,61.1,2024/2
7,Iceland,199.7,120.3,74.6,67.7,83.0,6.1,21.3,16.0,68.8,2024/2
8,Austria,190.8,102.4,70.6,77.2,65.1,11.0,23.9,21.2,81.8,2024/2
9,Norway,189.0,114.7,67.1,76.0,76.0,7.8,26.4,18.2,60.0,2024/2
10,Sweden,186.7,122.6,51.7,68.3,59.3,7.7,29.1,17.7,73.6,2024/2
11,Australia,185.5,127.4,52.8,73.1,70.2,8.4,38.0,27.0,93.8,2024/2
12,United States,185.1,142.3,50.8,68.0,70.4,3.3,33.0,36.5,80.4,2024/2
13,Germany,185.0,120.2,61.0,72.0,62.2,9.4,30.0,28.7,82.0,2024/2
14,New Zealand,184.4,121.0,52.1,68.6,64.6,8.8,33.2,26.3,95.5,2024/2
15,Japan,183.8,117.0,77.3,79.7,46.1,11.3,40.6,38.5,85.3,2024/2
16,Estonia,183.5,80.4,76.4,75.9,52.0,11.2,21.8,17.0,64.3,2024/2
17,Qatar,182.9,161.1,84.0,73.4,51.3,5.2,29.1,60.0,36.0,2024/2
18,Spain,180.8,92.1,64.2,77.7,47.3,8.3,26.5,35.4,91.7,2024/2
19,Slovenia,177.7,80.9,76.4,66.3,49.9,12.5,25.2,22.0,76.1,2024/2
20,United Arab Emirates,177.5,127.9,84.4,70.4,55.8,3.9,36.2,48.2,47.1,2024/2
21,Croatia,172.1,75.0,74.4,65.0,45.5,12.8,25.8,30.8,89.2,2024/2
22,Czech Republic,171.9,84.0,73.2,75.6,46.6,12.7,29.1,34.9,80.1,2024/2
23,Lithuania,170.6,75.5,67.5,74.9,47.1,11.9,23.4,26.3,67.8,2024/2
24,United Kingdom,170.6,115.2,52.2,73.2,62.0,9.1,34.7,40.4,86.0,2024/2
25,Saudi Arabia,170.5,134.9,76.1,61.1,45.3,3.1,30.1,62.5,55.3,2024/2
26,Portugal,167.5,56.9,68.8,72.5,45.1,13.3,28.5,28.7,97.6,2024/2
27,Belgium,163.5,109.8,50.3,75.6,61.1,7.0,35.3,49.5,83.8,2024/2
28,Singapore,162.3,111.1,77.0,71.9,76.7,18.7,41.0,32.5,57.5,2024/2
29,Ireland,161.3,101.1,53.2,51.3,64.4,7.2,37.8,34.4,87.8,2024/2
30,Canada,161.3,103.7,54.5,69.1,64.8,10.4,33.6,29.7,55.0,2024/2
31,France,159.8,102.4,44.7,77.8,63.7,11.2,34.8,43.7,88.4,2024/2
32,Latvia,159.4,66.9,62.7,62.4,49.1,9.0,28.9,30.4,74.7,2024/2
33,Taiwan,158.5,95.1,82.8,86.4,45.2,20.0,32.2,64.5,84.4,2024/2
34,Israel,157.6,99.4,68.0,73.3,62.7,14.3,36.4,56.8,93.7,2024/2
35,Cyprus,154.8,71.4,67.4,56.8,54.7,8.1,23.3,55.3,95.7,2024/2
36,Slovakia,154.4,68.3,69.2,58.5,46.7,14.5,27.5,37.4,80.7,2024/2
37,Kuwait,152.5,161.8,67.2,57.9,42.1,7.5,35.5,69.4,20.2,2024/2
38,South Korea,149.5,109.4,75.2,83.0,60.1,20.7,40.6,61.4,68.4,2024/2
39,Poland,149.3,85.8,70.9,57.7,40.8,11.6,31.8,55.6,75.4,2024/2
40,South Africa,147.1,102.8,25.2,63.8,34.5,3.3,38.7,56.7,95.3,2024/2
41,Italy,145.6,78.3,52.9,65.3,56.2,10.2,32.4,53.8,88.9,2024/2
42,Uruguay,142.7,56.3,47.9,68.4,54.1,10.0,38.7,43.6,98.0,2024/2
43,Hungary,139.7,63.4,66.7,54.0,41.7,13.5,35.8,46.7,78.4,2024/2
44,Bulgaria,139.6,68.4,63.4,58.0,38.3,9.3,29.1,63.1,81.2,2024/2
45,Romania,137.4,63.8,67.7,56.4,37.5,10.4,33.3,58.8,76.3,2024/2
46,Hong Kong (China),134.5,109.3,78.4,66.0,70.8,30.0,41.9,67.0,83.6,2024/2
47,Malaysia,133.5,79.9,50.6,70.2,30.0,8.2,37.0,61.4,56.6,2024/2
48,Greece,131.5,53.0,53.5,57.6,52.0,13.4,33.9,51.8,91.8,2024/2
49,Bosnia And Herzegovina,130.4,56.9,58.6,55.6,35.0,13.5,26.3,59.8,78.2,2024/2
50,Turkey,128.8,49.0,59.0,71.1,37.4,11.3,43.8,64.3,93.2,2024/2
51,Mexico,126.6,45.4,46.3,72.4,40.2,10.7,39.4,58.2,88.5,2024/2
52,Belarus,125.0,51.8,49.4,48.2,26.4,12.8,31.2,45.2,64.4,2024/2
53,India,123.8,82.6,55.7,65.4,21.2,11.1,46.5,72.8,65.7,2024/2
54,Ecuador,122.3,41.6,37.6,68.4,32.6,12.2,37.7,58.8,99.0,2024/2
55,Jordan,120.7,45.5,59.5,65.0,41.2,7.4,39.4,77.5,89.0,2024/2
56,Panama,120.7,42.2,57.1,60.1,46.4,12.1,35.2,55.6,67.8,2024/2
57,Georgia,120.6,35.3,73.9,55.4,33.4,12.9,40.3,68.6,88.5,2024/2
58,Serbia,120.2,50.2,62.4,52.1,37.7,17.1,30.7,65.2,83.2,2024/2
59,China,116.4,73.3,75.6,68.3,31.7,29.4,39.4,77.8,78.4,2024/2
60,Argentina,116.1,41.5,36.2,68.1,29.4,19.6,44.2,50.9,98.3,2024/2
61,North Macedonia,115.3,51.0,59.0,55.4,33.0,13.3,25.0,79.6,76.3,2024/2
